"Discount name","Discount method","Discount type","Discount class","Applied discounts","Discounted orders","Gross sales","Returns","Net sales","Shipping charges","Taxes","Total sales"
"VUSQN1IX","discount_code","fixed_amount","order",-200,1,200,0,0,0,0,0
"DL9Y3TM6","discount_code","fixed_amount","order",-997,1,997,0,0,0,0,0
"VLWAPA2K","discount_code","fixed_amount","order",-65,1,65,0,0,0,0,0
"B5TUDBJS","discount_code","fixed_amount","order",-95,1,95,0,0,0,0,0
"JEIYKNR9","discount_code","fixed_amount","order",-95,1,95,0,0,0,0,0
"Received an email that said 10% off and a free 30d membership","manual","percentage",,-100,1,100,0,0,0,0,0
"CNTJLP5F","discount_code","fixed_amount","order",-504,1,660.87,-222.61,0,0,0,0
"CGMGQBON","discount_code","fixed_amount","order",-497,1,497,0,0,0,0,0
"H8U2SYTA","discount_code","fixed_amount","order",-200,1,200,0,0,0,0,0
"YZ6FUVGS","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"LIQEUAKR","discount_code","fixed_amount","order",-200,1,200,0,0,0,0,0
"DRLQFR97","discount_code","fixed_amount","order",-75,1,75,0,0,0,0,0
"F6YZMIDW","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"0DY4KVKM","discount_code","fixed_amount","order",-460,1,460,0,0,0,0,0
"BIBUG5IQ","discount_code","fixed_amount","order",-75,1,75,0,0,0,0,0
"BA9YZCQL","discount_code","fixed_amount","order",-37,1,37,0,0,0,0,0
"CYFQZBBC","discount_code","fixed_amount","order",-150,1,150,0,0,0,0,0
"ABQ6ZMWA","discount_code","fixed_amount","order",-500,1,500,0,0,0,0,0
"4G6LL1EW","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"GO0H1CIR","discount_code","fixed_amount","order",-250,1,250,0,0,0,0,0
"A1VAKZMO","discount_code","fixed_amount","order",-190,1,190,0,0,0,0,0
"BPHHI2QA","discount_code","fixed_amount","order",-190,1,190,0,0,0,0,0
"WLC6AY6X","discount_code","fixed_amount","order",-90,1,90,0,0,0,0,0
"SYEWYUWZ","discount_code","fixed_amount","order",-197,1,197,0,0,0,0,0
"TNZRFE3O","discount_code","fixed_amount","order",-62,1,62,0,0,0,0,0
"FZK1VUBK","discount_code","fixed_amount","order",-150,1,150,0,0,0,0,0
"QZJF4QZT","discount_code","fixed_amount","order",-500,1,500,0,0,0,0,0
"YBESZ43C","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"NY9OBTIT","discount_code","fixed_amount","order",-190,1,190,0,0,0,0,0
"K82LVIND","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"DJIMBA2M","discount_code","fixed_amount","order",-197,1,197,0,0,0,0,0
"DGAYK5MR","discount_code","fixed_amount","order",-95,1,95,0,0,0,0,0
"FLIJU6RP","discount_code","fixed_amount","order",-75,1,75,0,0,0,0,0
"JS3Y9LVD","discount_code","fixed_amount","order",-190,1,190,0,0,0,0,0
"1PF0LM5W","discount_code","fixed_amount","order",-35,1,35,0,0,0,0,0
"YZ67NPD2","discount_code","fixed_amount","order",-25,1,25,0,0,0,0,0
"3J4KOABW","discount_code","fixed_amount","order",-190,1,190,0,0,0,0,0
"MMRXMJ3E","discount_code","fixed_amount","order",-95,1,95,0,0,0,0,0
"CHF2S4YJ","discount_code","fixed_amount","order",-1140,1,1140,0,0,0,0,0
"X7RIMHJX","discount_code","fixed_amount","order",-200,1,200,0,0,0,0,0
"K8PISXBN","discount_code","fixed_amount","order",-37,1,37,0,0,0,0,0
"RRUONHIB","discount_code","fixed_amount","order",-380,1,380,0,0,0,0,0
"VATKBHGA","discount_code","fixed_amount","order",-85,1,85,0,0,0,0,0
"GJDDCG1A","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"40PKJYXW","discount_code","percentage","shipping",-99,1,0,0,0,0,0,0
"HJPU5YFC","discount_code","fixed_amount","order",-195,1,195,0,0,0,0,0
"XICKRLZV","discount_code","fixed_amount","order",-85,1,85,0,0,0,0,0
"LXI5SNSB","discount_code","fixed_amount","order",-85,1,85,0,0,0,0,0
"DOOIMMVY","discount_code","fixed_amount","order",-190,1,190,0,0,0,0,0
"Discount","manual","percentage",,-2300,5,2300,0,0,0,0,0
"OKIPZJEG","discount_code","fixed_amount","order",-94,1,94,0,0,0,0,0
"MILXXOMA","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"ZBCTIWFD","discount_code","fixed_amount","order",-490,1,490,0,0,0,0,0
"CMXZD8MY","discount_code","fixed_amount","order",-118,1,118,0,0,0,0,0
"WPJF6HLA","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"F7X6WJLN","discount_code","fixed_amount","order",-200,1,1378.22,-1204.35,0,0,0,0
"2EIL2C2H","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"TZN2N1GK","discount_code","fixed_amount","order",-100,1,100,0,0,0,0,0
"EARG7EAR","discount_code","fixed_amount","order",-53,1,0,0,0,0,0,0
"4BYBDBZT","discount_code","fixed_amount","order",-37,1,0,0,0,0,0,0
